,gene_name,0528 cell,0528 EV,0618 EV,0622 EV,0618 cell,0622 cell
1083,FAM98B,10768425.53238,2313758.42401,3266149.290702,2175055.71723,11842078.48975,11655149.92032
1084,FAM98C,279934.1088,68094.83041,114734.3252,85543.60526,596637.7413,321266.4761
1085,FARP1,863841.1841000001,885439.1813,700823.5501,900230.1735,1244504.24,855893.941
1086,FARSA,12569013.94917,4681762.1119,5614708.9737599995,4284164.5259300005,17197088.860600002,15181733.1596
1087,FARSB,36794076.87955,9064887.39423,12960214.86664,8339305.35002,46809211.4158,41204516.1493
1088,FASN,962844468.978739,417195225.62641,449605842.526058,302514115.280231,978506726.2143741,1127496728.313372
1089,FAT1,10466200.163,16470645.07974,24521689.2426,16335029.3462,9912996.246,11706375.0899
1090,FAU,28453908.2431,2525867.06145,4085722.6166,2219191.43703,32268651.6584,29125717.0699
1091,FBL,52616673.623,6907154.95292,10755735.11867,6973241.44616,57996234.3715,73335953.9574
1092,FBLN1,2446715.17069,8859354.86487,26762224.02521,14181276.0753,2577875.348645,3008779.67388
1093,FBXL18,665668.2930000001,253095.83619,379015.5416,352426.7657,805050.6061,824363.1065
1094,FBXO17,622476.5644400001,293375.627974,402802.563626,527378.51856,863110.87866,879528.83121
1095,FBXO2,7670200.1313,2943424.11391,4708394.51708,2810352.3563,7807247.116599999,9169306.451000001
1096,FBXO6,272887.3653,124579.8118,165883.9833,101297.8291,264230.1827,372011.9649
1097,FCHO2,673433.4975,157577.9258,258626.0853,184442.3147,1175804.363,675301.4449
1098,FDFT1,6522852.764800001,1080406.58314,1237029.24736,1558677.24441,6382084.456,7994050.0539
1099,FDPS,61148419.439121,8548373.803749999,11166381.088071,12040851.700353,55504358.261213,74407753.25087
1100,FDXR,1716325.164,206215.9678,301116.2594,184400.5454,1991555.278,2032819.782
1101,FEN1,27231158.2002,4744838.409965,7029683.1591,7721286.78633,32136079.89837,32521821.80629
1102,FERMT2,1828529.70915,761167.56868,1007635.24278,1015230.63896,2274826.34081,2028404.49229
1103,FGB,2062724.5931,1430747.7301999999,2612589.0725,3450888.0059,1463374.7333999998,1641534.1979999999
1104,FGF16,523593.3175,926863.5897,963320.2252,342692.8548,294000.3285,231447.0671
1105,FH,95467473.444148,10391753.017619,17178556.139643,14910459.99404,119989885.41813101,111819469.36453
1106,FHIP2A,306591.4297,82171.37683,130447.5024,93946.28708,268568.3872,384277.6752
1107,FHL2,26671142.7643,5146883.8958,6130420.3223,8971403.1254,27096905.9747,23240980.997
1108,FHL3,379555.8268,101197.9611,138101.7791,190336.1788,609518.3069,405396.1325
1109,FIS1,5591630.951400001,623313.70345,848274.1614,706927.60203,7028459.3574,6632783.1792
1110,FKBP10,16002858.22129,2142189.8188899998,3419600.6512100003,2971993.78248,18347181.61778,21553345.4131
1111,FKBP1A,32806719.289660003,3224686.8049230003,3377530.415408,4539658.882366,56422678.60821,25913106.79021
1112,FKBP2,7251454.0093,409600.06812999997,514460.5933,619210.3646900001,11102196.6212,7745250.491
1113,FKBP3,16785159.01542,2056309.92178,3158762.97128,2674809.94179,21573763.687060002,18999466.97851
1114,FKBP4,10606307.0844,2612055.9502499998,3269216.8038500003,3675812.298,11334022.803199999,13300738.3523
1115,FKBP5,1936491.0315,705481.7635,994743.7737,549265.8114,2419383.1328,2356609.1816000002
1116,FKBP8,4513225.10848,299338.43975,338005.4149,400236.3426,5879239.8686999995,4788837.3358
1117,FKBP9,13917390.88672,1741301.39448,3046579.16615,2606739.63004,17512957.68876,16313767.3143
1118,FLAD1,144126.2223,62574.97528,90267.12503,83480.49244,188940.0962,168011.3471
1119,FLII,12720829.729589999,4187266.40268,5065551.346419999,4241664.87167,14024774.47831,15104513.11093
1120,FLNA,729038082.59738,233134385.662876,329677503.195065,292856698.733384,868679115.25205,816725429.971968
1121,FLNB,589343320.34822,227911642.137489,366977866.36626,271182268.717191,738175269.76745,684561778.6913
1122,FLOT1,5324145.1841,4174212.99405,3242130.7658,5069507.331,6562111.952,6095663.7625
1123,FLOT2,13085661.66281,8905664.21968,7311772.44836,10498484.92253,15721360.1537,14329798.714060001
1124,FLT1,1537687.0082999999,352993.7444,605650.8875,475462.87139999995,2386536.3257,1558486.0177000002
1125,FMNL2,484826.8419,338184.5319,319866.7475,431266.8339,617322.4491,596948.7709
1126,FMNL3,3725306.28065,668814.51387,831011.8602110001,691559.76022,2904011.03248,4309748.2352599995
1127,FMR1,4028339.7578999996,951443.75742,1164693.69261,967175.76783,5987618.2252,4260940.5193
1128,FN1,8233223.9394000005,8724235.3678,14276479.5637,12179635.8365,6681477.2395,6623334.5539
1129,FN3K,455472.9352,175764.0062,267010.399,287302.4501,539155.6134,513481.5366
1130,FN3KRP,2521004.4326,1233711.15907,1228740.69647,1044792.12928,3659190.1300999997,2847676.2014
1131,FNBP1L,1406021.46739,349686.944481,505417.38307000004,422367.48072000005,2112350.27411,1496346.32233
1132,FNTA,648256.3541,207532.734,269878.7149,228585.5509,1097188.482,835338.8794
1133,FOXK1,2329833.0701,335657.76045,365016.77547999995,284042.2963,2834620.309,2989161.2456
1134,FPGT,89969.88575,36618.03487,60688.53486,59655.87138,93263.0161,138738.3711
1135,FRK,721676.7253,674310.7397,844056.5098,902380.9785,1152768.517,755418.3675
1136,FRMPD1,893161.8065,1617813.369,4459417.336,2066696.445,712744.5604,914684.7514
1137,FSCN1,185002502.63255,60022826.784354,72775181.615529,96275276.380246,212879711.31296,226877987.59077
1138,FTH1,9040739.1249,4020715.7791999998,6010487.144,4217082.9322,9556726.5636,7678351.4350000005
1139,FTL,6539051.696599999,2584461.8398700003,3699357.6643999997,2448926.39722,7547365.2471,6132574.2243
1140,FTSJ3,1103227.5012899998,88484.196271,164759.36798699998,88334.736607,2278977.77699,1126260.82097
1141,FUBP1,85233044.01483999,8039649.343429,11527878.585855,8327428.185568,115459161.09166,97963041.40847
1142,FUBP3,10938924.64167,1760788.072253,1530327.14303,2263029.4986,14330366.048799999,11258620.3864
1143,FUCA1,1180768.3508,1268304.5297,3136927.3634,2482512.1507,1433281.7899,1616542.5623
1144,FUCA2,3645070.57209,7840596.85107,22207525.0719,13686801.719,4743393.90618,4875964.12224
1145,FUS,124057179.744,5661725.49734,7159808.69398,6497895.84371,142444502.103,145168500.985
1146,FXR1,13292216.11265,2831322.065214,3831685.82385,3098598.282886,18646221.16186,15878788.48658
1147,FZD7,951660.2785,687175.8583,936962.8292,968202.1614,1458248.6574,1262751.8415
1148,G3BP1,12498127.3622,1602614.712166,3070303.782204,2514271.708277,18358592.57584,13888830.2959
1149,G3BP2,5790421.07039,906785.77984,1410384.52228,1053765.53623,11059335.6618,5196164.9693
1150,G6PD,657894492.691008,135720556.871969,182096586.52136,128245848.811862,661940833.479435,607896915.757796
1151,GAA,1385492.8483,1194663.6834,1706776.5541,1031770.0647999999,1857627.0041999999,1541010.0908
1152,GABARAP,4045105.591,1408058.3716,1293109.4496,1011463.1118000001,3766196.5889999997,4372999.704
1153,GABPA,197450.5631,55981.06489,76867.56773,105089.9126,267615.4458,225478.1987
1154,GADD45GIP1,900245.586,51403.44468,110646.8134,223996.3055,721896.9717,1128098.339
1155,GALC,232453.8151,346796.362,737612.9594,327251.8712,380332.0659,278884.6494
1156,GALE,16632620.737,2513595.41602,3024061.50197,2642866.25003,28916485.5575,14835288.9592
1157,GALK1,560218.1366,215193.1676,272147.5004,248187.3675,766310.0668,655302.5337
1158,GALK2,4168091.1714999997,1173284.81121,1708202.8096999999,1380997.85192,7440738.7190000005,4545854.1842
1159,GALM,3033768.5352,830523.84861,1280727.09588,1084936.83467,4220058.7408,2861350.1536
1160,GALNS,4112930.85976,2124158.8890899997,5873378.8255,4556607.8599,6022261.9659,4678356.057940001
1161,GALNT1,1700854.473,998730.5834,2062843.639,1365060.225,1789742.522,2446842.032
1162,GALNT10,745291.1891,413802.2422,980403.6082,960039.2816,1071181.72,913832.9929
1163,GALNT13,5794357.793,2570453.016,5624198.247,1323270.136,3459130.78,7017804.892
1164,GALNT2,16749212.427410001,6435620.26818,12744299.138980001,10070987.42354,15629269.55335,19940964.3295
1165,GALNT4,4047350.2615,2182292.7916,3151110.3344,2380570.9773,3617497.3305,5042711.66
1166,GALNT7,27652665.29313,7760448.82949,20261357.40701,14855877.2601,32207949.4874,28887477.088940002
1167,GAMT,457201.455,99229.04951,125961.0362,147303.9215,580654.7379,583227.8017
1168,GANAB,181177773.73372,53159401.914203,75934050.715616,51866876.011472,247446375.91379,192884018.71361
1169,GAPDH,2811576710.562616,453044736.557058,579809753.816773,494775261.901938,2971927300.0671263,3172671556.697753
1170,GAPDHS,320379299.7759,42515996.674219996,47877186.150570005,41982870.84762,456995195.0828999,283500426.4868
1171,GAPVD1,3273010.8044,962260.524,1245849.7308999998,1118599.0838000001,5314774.4399999995,4096266.3284
1172,GAR1,4313193.62248,1352289.754559,3280716.2020699997,1065332.317864,5884369.21683,4941353.44845
1173,GARS1,175465418.55781,42544174.730711,65612461.808417,41471919.404561,258091931.24317,195214099.44554
1174,GART,92967134.4206,22565076.43478,27973728.00357,24020133.44304,125421281.1872,111380588.6746
1175,GATD1,592520.3002299999,123273.27343,210445.48292,238773.25178,602536.10044,665873.58927
1176,GATD3,3825831.5586600006,121367.65411,221965.60035000002,188787.258485,4868210.29144,3503371.4018400004
1177,GBA1,18505591.7157,11538212.0293,34933727.0945,10909587.8275,28316018.0798,15704060.7185
1178,GBE1,4714709.5091,1112842.36615,1769087.67994,1654481.65515,6630876.9054000005,5316634.5218
1179,GBF1,9387174.0821,2322035.40447,3187316.45286,2790144.53023,9913693.3539,11473693.6995
1180,GC,1799112.0887,5200849.416,13731201.405000001,33710375.339999996,2278320.627,2269534.6499
1181,GCA,1726155.495,348307.3169,585508.4373999999,470794.5946,3164623.105,1534011.2099000001
1182,GCK,7428471.812,4476680.866,7137151.468,3125870.608,2366912.477,4697410.915
1183,GCLC,1929827.1904,438329.7772,865391.2519,716101.3809999999,1934643.0554,2085855.9512
1184,GCLM,382738.8208,136810.6663,210988.5671,190337.636,561615.3223,431689.3896
1185,GCN1,162939439.956898,35154931.331906,43498438.419515,37105218.116478,202235598.21285,172599351.22247002
1186,GDF15,6015215.6411,20297697.0083,40938815.184599996,8053267.491,6491887.6851,4303371.5704
1187,GDI1,94529037.45947,18886889.137444,34404293.861477,32952708.349832002,121875571.90277,108804531.49287
1188,GDI2,45370454.10505,10805464.75745,16982165.53066,20352196.787869997,44667574.7678,55663710.1082
1189,GDPGP1,1307196.969,388943.96259999997,679038.0733,1830304.0265,2203405.1289999997,1430807.2418
1190,GEMIN4,758874.7063,287176.0418,468638.4846,261397.9071,1199344.543,773870.1292
1191,GEMIN5,4827872.953989999,1563572.27143,2107650.34047,1957918.35042,5922685.5974,6292689.3549
1192,GET3,10293706.2447,2408568.10331,3138679.55815,2707985.85368,12668550.5681,12197546.8793
1193,GET4,2959837.5577,1171587.4803,1567437.2963,1049935.0825,3417895.2701000003,3792414.2951
1194,GFAP,825020058.254577,113868324.63542101,172730714.069105,165898735.044711,818897066.913589,1031656168.220905
1195,GFM1,12448440.50345,1089108.065341,1633244.117166,1449157.99472,17096964.87951,15523524.45528
1196,GFPT1,56655435.1167,16951040.934270002,19800649.680490002,13780767.08658,75642191.471,61020200.7253
1197,GFUS,5702709.6668,1413088.97485,1762995.7261,1275056.20176,8101648.6049,6657664.6021
1198,GGA1,2842604.747,484063.7083,617874.8363,614269.8255,2810566.102,3431177.282
1199,GGCT,10081744.8376,1101327.426,2074043.4948,2390175.8722,9590264.561,12296165.864
1200,GGH,2679514.41939,5380871.3188,14290406.7,10259676.7302,2615721.99988,4995137.1655
1201,GGPS1,8831979.68173,1437833.731447,2275444.666726,1965522.7216599998,11016303.65182,9500574.79434
1202,GHITM,744996.3864,53390.31846,73878.26227,51781.6039,920636.8068,854335.8022
1203,GID8,458054.4035,249094.3859,443640.5461,302784.9913,785554.5976,584927.3442
1204,GIGYF2,2526962.855,465003.28324,519055.17363,433367.95514,3370292.8458000002,2854804.2830999997
1205,GIPC1,6641302.737,3503790.6739,2909367.6100000003,5053973.4575000005,6953832.4976,7824422.0853
1206,GIT1,3272722.976,961601.2085,1301803.408,932663.9928,3582143.606,4543206.525
1207,GIT2,1055911.7654,321829.8458,323944.2174,283402.2263,1248315.3702,1183117.5158000002
1208,GLA,5179244.56409,8519657.95239,17396505.30397,8053697.48685,7046327.2588,5596633.63564
1209,GLB1,2452868.7434,3364239.4316,5916033.4311999995,2762948.4571,3652980.2327,2729277.0143999998
1210,GLG1,3842082.5607000003,15293676.2954,19019782.4059,16798200.132,3220059.77249,5091318.0879
1211,GLO1,84425733.322,9025277.1126,21570502.189,16318926.5066,97783733.216,87437224.09099999
1212,GLOD4,24431894.81013,2985656.538721,6197779.701959999,5777088.728364,28125071.42361,30417971.9243
1213,GLRX3,41894988.2912,5683300.58122,8356561.9601,8731811.7756,47702261.1824,49416332.6341
1214,GLS,8651527.331,804431.5413200001,1212116.70682,966075.69775,11787633.971099999,8650572.3986
1215,GLUD1,126065734.74277,6321831.53893,9177604.310588,9258461.938887,167835331.05341,131848363.63795
1216,GLYR1,73345.24872,5788.00343,2936.614735,2643.845909,137171.34623,74109.84544
1217,GM2A,11057518.015999999,3242700.2683699997,17238320.345399998,11575036.9439,10044112.3462,12882878.4021
1218,GMFB,5199604.783,677903.1525,674841.6501,877158.4241,5813775.791,5891737.8149999995
1219,GMPPA,3155031.119,783203.11161,1035561.3585000001,754159.1881799999,4313882.3113,3029291.9757999997
1220,GMPPB,405101.2546,164917.5143,206127.9642,171159.7998,523348.7445,417608.2053
1221,GMPR2,4421884.3217,1474274.9224,1994408.3786,2073142.5278,5575549.0734,5239909.5292
1222,GMPS,24905348.84226,7722428.795150001,10474864.97766,8590244.63061,30151003.57603,31297528.41634
1223,GNA11,5269970.94025,7823308.80635,5296656.34227,9963694.318160001,4961360.83526,6984930.14303
1224,GNA12,10082506.1928,16727658.411300002,11674836.2587,22685979.8131,11189116.328300001,12144416.4475
1225,GNA13,109472.0497,96528.09378,117898.5405,180026.1275,134953.0464,152749.0525
1226,GNAI2,20590106.42136,33001496.15348,23352900.31042,43259451.12479,22197106.39024,26978136.46779
1227,GNAI3,1836407.94245,1712579.32425,1306648.3402800001,2182124.37671,1787000.65418,2560827.80896
1228,GNAO1,1166252.789,1130495.038,1006931.624,1303406.354,1776560.891,1192925.364
1229,GNAS,10283631.026337,17404492.191008,12768711.423079,19683773.706367,10288517.105593,12327162.03702
1230,GNB1,36455766.80935,50369580.5103,34328033.6576,63419336.39888,33719276.02586,39922254.06667
1231,GNB2,2829608.6769000003,2463090.4035,2437119.9902,4023607.7748,4058441.3710000003,2656997.1138
1232,GNE,27150520.38695,7630507.255244,10097243.469011,7850802.96664,35559300.39841,29819391.50169
1233,GNG12,3640310.4957,4637667.3672,4029091.0209,5843841.1132,4953114.6659,3390839.1896
1234,GNG5,2353844.36298,2364217.04023,1524716.58293,2724282.78972,1966982.5541,2933256.46679
1235,GNL1,3211384.0601000004,810961.99559,1031451.4065700001,956238.03672,4848262.8351,3304632.5486000003
1236,GNL3,3200257.47317,566232.26879,929956.28107,584532.29443,4808783.351670001,4104724.19577
1237,GNPAT,224892.1634,38235.48406,67957.28079,57222.03795,225308.0316,342979.0279
1238,GNPDA1,40315487.9386,7377449.55761,15532751.031569999,10089461.797,51461251.5063,39581684.964
1239,GNS,25285122.95339,11943333.26165,40670113.85024,26211282.07478,37730505.41393,28522938.144759998
1240,GOLGA3,4293241.6381,1623132.0723,2069454.45426,1654011.37508,5065392.8747000005,5274324.6672
1241,GOLGA4,450859.4994,163614.0889,235722.6395,167771.2077,824042.9433,417515.0913
1242,GOLGA6L22,1570090.885,374969.662,828139.3171,451938.7325,1289078.806,2139549.885
1243,GOLGB1,18843364.671800002,7744297.2999100005,9152990.71294,7814670.7061,18538048.392500002,26736852.5578
1244,GOLM1,1605710.1974000002,4815859.468,9211423.945,6768073.7528,1740678.7381,1545099.2766
1245,GOLPH3,1862740.1060100002,566978.581713,621270.929827,497730.344882,1956869.0723899999,2070163.7747400003
1246,GOLT1B,320214.65489999996,97833.29044000001,213948.69249,257204.55550000002,510842.36620000005,320324.6629
1247,GORASP2,9724200.03749,2555400.3390079997,3439316.295192,2102664.7381450003,8782013.894749999,12263154.63016
1248,GOT1,58933128.55766,9279180.15073,18638174.84068,16490003.17245,66147320.95391,63915367.47004
1249,GOT2,52481433.7941,1698435.14923,3440160.0602,3046291.26091,64622371.5688,56771001.0157
1250,GPAA1,637306.177,99808.0076,119640.2956,144142.4837,1305513.897,628368.2274
1251,GPATCH8,35139.41342,8138.266011,16567.1434,6946.269187,62734.24967,35011.89638
1252,GPC1,13459159.05747,48775152.647,68378487.0165,58857428.4922,14035330.961959999,16089704.2135
1253,GPD2,4158215.6569,598832.35121,883759.92398,852719.05973,5248093.8203,4301904.4966
1254,GPHN,422316.2573,216064.1386,398745.4587,287424.74985,711421.5318,420297.931
1255,GPI,373858319.62846,46689877.119751,111277714.79799,93916272.948643,441051936.08919,408386084.19191
1256,GPR107,612010.2436,160260.4649,208328.6188,166360.9695,706080.2183,651551.2509
1257,GPRC5A,27577516.1989,87972973.2905,73024850.8593,69207511.9807,24636665.8022,32535432.9874
1258,GPS1,14016820.4281,5368350.6995,7895977.41248,6036938.32017,15291865.9051,18492885.5109
1259,GRB2,6337946.056600001,1626012.96744,2362387.74635,2043991.33163,7855319.1302000005,8116735.335200001
1260,GRHPR,53368996.40402,10833282.492059,14443527.4664,12402732.06698,60360028.68443,65913826.626
1261,GRK2,379849.8782,120568.8019,158147.5927,128154.1203,543937.7234,460583.809
1262,GRN,12155625.20594,39658440.52615,93330369.2502,39249094.50625,14566691.28737,11522839.41813
1263,GRPEL1,18311007.437,1153660.34999,1626968.70052,1159244.92792,23472466.627,21525203.178
1264,GRSF1,3880105.047,301740.57289,556658.6960499999,851220.8439999999,4031820.704,5644562.5370000005
1265,GRWD1,185054.6562,86441.63808,114933.8619,89518.36018,243689.4805,223236.9241
1266,GSN,253986374.43002,91713446.743382,233681236.99537,178957322.99969,334758670.10878,278072367.27653
1267,GSPT1,57782703.427099995,16368772.848702,19283712.48911,16962610.27496,66239507.179400004,67791256.61787
1268,GSPT2,4086345.723,1223254.1902,1563089.0779,1394878.2528,5279226.484999999,4990854.205
1269,GSR,3710043.0716,917071.72171,1669678.7666,1071032.7804,4868644.4495,4251974.3562
1270,GSS,39231653.929,6916608.44048,13791347.8653,13430998.7159,50262959.0483,41927283.972500004
1271,GSTK1,13153720.42783,1017678.746875,1558536.35805,1597444.697525,15373774.1119,13116035.07793
1272,GSTM2,1439020.533,328978.56299999997,596885.9214,433042.3067,1370865.2669,2216387.6774
1273,GSTM3,49016327.89679,12303412.449327,13738582.103508,12340995.57177,41858619.50717,64558752.56668
1274,GSTO1,60467122.93292,9317449.39646,17709807.567229997,14036684.39199,52450894.567,67323054.94745
1275,GSTP1,144338300.033471,15311166.339516,30662105.373042,25896385.143103,154794261.8278,160865191.2709
1276,GSTT1,1823430.7865,391296.4098,722565.6579999999,515029.2544,2326547.7233,2168182.8657
1277,GTF2B,401296.025,53869.14373,76972.73141,61071.49873,624972.6252,407266.1684
1278,GTF2F1,746525.6424,123081.7718,197092.8297,171467.149,1437048.248,891765.1182
1279,GTF2F2,6563158.1866,903578.0665900001,1052145.5832,947138.4554999999,7018527.4434,7662630.3128
1280,GTF2I,33468657.170878,6512184.804189,9753411.757947,8671369.463609999,48932586.722571,41484732.394753
1281,GTF3C3,374106.5028,298232.8156,476378.9148,665834.0759,688300.4106,479998.9706
1282,GTPBP10,1075766.823,28652.12769,54762.82247,56218.94752,1465500.749,1348508.513
1283,GTPBP4,8409296.8949,2002082.09174,3125493.05677,1738574.3492700001,12303092.7572,10232088.2979
1284,GTSCR1,9242614.977,558822.6136,776333.7351,643737.6747,15785452.61,10381560.93
1285,GXYLT1,168039.146,48999.62986,151741.2771,86076.77915,162757.0044,203924.9526
1286,GYG1,2953182.9902999997,895602.71214,1209921.094,886012.81864,3448329.1415000004,3234257.625
1287,H1-0,22418163.4684,4419498.51962,13466815.45627,2612725.90356,26548469.1023,24853499.1347
1288,H1-10,1671583.67271,230856.756532,509740.1605,191412.661722,2667179.2706999998,1612490.7457400002
1289,H1-2,35436308.232999995,5689177.4251,20238103.856,2539496.1473,37066391.19,37251605.845
1290,H1-3,156203233.385,32556596.6644,98917907.5067,13655327.3501,198194095.757,188974494.932
1291,H1-4,137457973.07680002,36561860.0567,124808942.88849999,11975131.538040001,157439370.4544,189157373.41459998
1292,H1-5,896770577.50419,210823240.7906,667558252.20779,103399650.6508,1106903713.66384,1041354897.36509
1293,H2AC1,5262731.885199999,1850631.24392,4410646.9807,1209016.5212,6094725.0723,5685910.648800001
1294,H2AC20,821072079.79064,314750078.65746003,722410565.18376,136429037.40561,1106153780.3563,991850554.00793
1295,H2AC21,2168910.868129,811399.566536,1712288.491688,358655.543694,3120654.260223,1827496.862002
1296,H2AX,60424779.8002,24416162.7856,49354038.5948,15898873.67727,68623814.007,61003214.147
1297,H2AZ1,59011693.04857,14784777.209523,33881994.419154,6924622.75362,74851293.621193,71389630.06844
1298,H2BC13,22410329.136,8928378.094,18322308.997,4624008.1379,36880298.116,22578530.305999998
1299,H2BC14,2545973113.471151,957905150.2098,2190056697.166667,450406700.997765,3497484803.290802,2923432258.157034
1300,H2BC26,50289888.371139996,17432595.32852,44747983.03169,9350656.45205,49761280.93066,60836424.84259
1301,H3-3A,1066287297.24008,446310571.718648,1070722089.18464,174312472.936422,1497396725.50951,1293004962.7578
1302,H3-7,7133514.7249,1642125.2532000002,4958573.0433,631420.0015,11879390.836,9605649.803
1303,H3Y2,11857686.23081,4848413.71747,13351875.90611,4113993.19623,6078300.20655,8829178.6863
1304,H4C1,880216652.5087,381738669.883929,956990864.9768599,173248986.141873,1266460752.54432,1121947387.26427
1305,H6PD,4152601.4709,661024.79853,1011302.1646,911975.8076899999,6698520.4622,3845429.1084
1306,HACD2,3227124.9606999997,673777.14518,1326137.5734899999,706790.7588,4805857.2687,3871034.2787
1307,HACD3,9236403.9551,1158625.62099,1743561.7752,1734262.05252,13898837.621199999,9705334.9398
1308,HACL1,339473.142,32313.17268,65509.27144,78765.67102,549585.0982,319605.8394
1309,HADH,11657297.2263,702989.69826,1233481.7678,965226.3904299999,13104908.7989,12964443.135200001
1310,HADHA,225415566.32172,10608090.529247,13015198.402708,17086850.166609,322051045.07932,232028485.22688
1311,HADHB,90075357.65711,5439942.300222,7047669.149468,7418267.94936,132653833.89034,90127797.03773999
1312,HAGH,9515986.3866,1607823.0833,2548668.9142,1626824.7155,12696133.338,8223876.7319
1313,HAPLN3,31867892.755075,369911649.319059,269074582.344206,370160695.551168,34062055.158188,40385645.622953
1314,HARS1,48242499.214200005,7775805.74738,17433710.9889,12071842.8059,63532884.712,61255307.0535
1315,HARS2,1822617.4425,236391.12078,258078.90856,217521.70458,1881253.0174999998,2581525.0066
1316,HAT1,658972.5854,271285.0884,402008.41779999994,329422.67462,988753.0304999999,948086.9798000001
1317,HBA1,14328703.7361,8650489.7215,13557813.552800002,19724444.0875,7850903.4349,24181712.188
1318,HBD,5805546.96559,5952939.25603,9787232.2132,10620022.6392,4438073.45575,7120419.67567
1319,HCCS,3422690.24,257651.76815,506790.55189999996,300448.3121,6519303.085,3338588.6548
1320,HCFC1,6318666.488700001,1606403.9535,2498596.7784,1577726.0894,9140728.1948,7326752.8986
1321,HCLS1,836484.4796999999,90095.12614000001,117602.89768999998,125576.53813999999,784889.4946999999,426012.4408
1322,HDAC1,13866089.0691,3832659.9495900003,5736760.9876,3318650.22278,16594519.8892,17340644.3965
1323,HDAC2,3032472.7771,899306.2795,1116970.0107999998,839986.7236,3198874.772,4162448.3699000003
1324,HDAC6,32802.46231,5318.379295,6328.971696,7587.229482,63976.58211,36747.28527
1325,HDDC2,1001807.1738,188491.44542,243215.23470000003,276180.25800000003,1410072.4757,1037159.1772
1326,HDGF,23880480.69737,2300724.1105,6125558.2999,3410394.79599,21974624.3358,28583588.07944
1327,HDGFL2,4949043.8163,519427.77966,759456.0453,704304.3282,7746512.5601,5831117.3028
1328,HDHD5,4501186.859,365505.5612,444789.6775,398568.58259999997,7004177.692,5326949.066
1329,HDLBP,47068874.23071,7081760.075078,9396730.077913,8348973.936375,62536509.14693,51850089.48065
1330,HEATR1,2018264.3839,571159.13903,988377.58388,579550.6585,2739848.0586,2540776.0252
1331,HEATR5A,64969.65874,26053.79434,38581.60304,30279.58918,99786.92327,92696.05924
1332,HEBP2,6671427.4653,1066694.2082,1965062.9126499998,1614177.4442,7940322.4478,7236899.8241
1333,HEG1,440436.7456,1114926.89,1309743.471,1121645.077,570123.6286,456098.9029
1334,HEMK2,499347.1326,115938.25867,162693.71703,173344.12894999998,695328.5553,620695.1812
1335,HERC4,3865188.936,1064888.37373,1628667.1011,1726278.97251,5811355.8593,4633810.6557
1336,HES1,287499.3306,52295.79661,99683.12093,63328.51478,2461108.51,133570.8214
1337,HEXA,14750068.297586,11629100.742717,43757188.85109,23207396.418556,20876869.52078,17418649.475224
1338,HEXB,38478470.52873,53958235.66855,105106150.38266,45562982.17746,60216100.57428,42381711.91874
1339,HEXIM1,1027592.5787,284716.706,406925.84140000003,464329.41390000004,1280966.1195,1176018.004
1340,HGS,11858770.1961,2914657.41956,3744616.37484,3189247.37828,12360244.884,14312754.4645
1341,HHIPL2,356971.4792,443657.13730000006,1277072.2112999998,298394.0902,450604.99,456177.0003
1342,HIBADH,1427681.0769,146257.30962,216853.65775,221048.26775,2319676.4215,1294160.6985
1343,HIBCH,6718493.59837,1046365.58187,1663608.71512,1348211.99707,5748218.8142,7444159.4692
1344,HIKESHI,2910794.7645,398656.2253,819079.1681,745493.3043999999,3242674.4174,3062219.5722000003
1345,HINT1,56019041.479776,7243153.084682001,7989504.617652,9354605.604845999,71135686.35215,55723549.813985
1346,HINT2,3023940.222,213772.43773,325379.76339,467817.55478,3223613.1716,3410606.8046
1347,HIP1,1843279.3805,781984.5446,967317.9704,689763.54575,2852944.9714,1685274.0883
1348,HK1,48864204.7021,4977280.10937,6680939.10014,7217929.61479,79410724.4984,48254243.30458
1349,HLA-A,30676149.056870002,56656449.945944,48304265.395394,53466675.185174994,42919430.52352,24977340.5671
1350,HLA-B,23152345.115199998,33576672.3564,36281082.3464,32368321.429700002,28991849.8212,19758114.7678
1351,HLA-C,5634281.3947,9147808.8532,9857949.333899999,9188910.3752,8145370.8859,5127878.9449000005
1352,HLA-H,1538941.849,1889208.846,1850441.5125,2342144.7209,1760298.5085,1544409.9016999998
1353,HLTF,1194274.2322,219237.17118,386118.05784,309568.07089,2374122.0575,1338496.4759
1354,HM13,36002357.055700004,2926458.85667,2099676.70493,3205161.50494,31653255.3824,42455553.5726
1355,HMBS,4610231.7792,683797.97904,1283275.93899,1397221.2877,6392453.9775,5861371.0588
1356,HMCES,1409281.2703,163009.11544999998,271457.04041,271912.55793,1681461.634,1443207.3550999998
1357,HMCN1,2755353.1475,753955.9672,954685.0396,838979.5437,3501553.2396,2887195.1495
1358,HMGA1,54395018.1438,8378490.5442,13910729.840899998,5791121.8833,67606022.53,73892530.897
1359,HMGA2,19055245.617,1897148.5037,3726990.0040999996,2612338.66,19713811.473,19266731.192
1360,HMGB1,21656699.699,1711758.05849,3053905.00464,2304902.84774,21765663.55914,32028136.4708
1361,HMGB2,16501494.5438,758105.40963,1928563.6263000001,1038841.4672,20005481.336,20297529.5803
1362,HMGB3,59496379.387,3193220.40313,10464538.825100001,4603471.37778,69471337.5831,70742971.1188
1363,HMGCL,9575117.4632,919520.39396,1503620.48531,1084862.69443,11550533.474100001,9641355.6611
